Region,flow,type,area,material,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
19,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
20,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
21,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
22,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
23,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
24,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
25,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
26,inflow,govern,commercial,concrete,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01,1.27E-01
1,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
2,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
3,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
4,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
5,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
6,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
7,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
8,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
9,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
10,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
11,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
12,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
13,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
14,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
15,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
16,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
17,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
18,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
19,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
20,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
21,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
22,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
23,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
24,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
25,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
26,inflow,govern,commercial,wood,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01,2.09E-01
1,inflow,govern,commercial,copper,4.29E+00,4.29E+00,4.29E+00,4.29E+00,4.29E+00,4.31E+00,4.31E+00,4.31E+00,4.31E+00,4.31E+00,4.33E+00,4.33E+00,4.33E+00,4.33E+00,4.33E+00,4.34E+00,4.34E+00,4.34E+00,4.34E+00,4.34E+00,4.91E+00,4.91E+00,4.91E+00,4.91E+00,4.91E+00,5.19E+00,5.19E+00,5.19E+00,5.19E+00,5.19E+00,5.14E+00,5.14E+00,5.14E+00,5.14E+00,5.14E+00,5.17E+00,5.17E+00,5.17E+00,5.17E+00,5.17E+00,5.14E+00
2,inflow,govern,commercial,copper,4.29E+00,4.29E+00,4.29E+00,4.29E+00,4.29E+00,4.31E+00,4.31E+00,4.31E+00,4.31E+00,4.31E+00,4.33E+00,4.33E+00,4.33E+00,4.33E+00,4.33E+00,4.34E+00,4.34E+00,4.34E+00,4.34E+00,4.34E+00,4.91E+00,4.91E+00,4.91E+00,4.91E+00,4.91E+00,5.19E+00,5.19E+00,5.19E+00,5.19E+00,5.19E+00,5.14E+00,5.14E+00,5.14E+00,5.14E+00,5.14E+00,5.17E+00,5.17E+00,5.17E+00,5.17E+00,5.17E+00,5.14E+00
3,inflow,govern,commercial,copper,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.10E+00
4,inflow,govern,commercial,copper,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.10E+00
5,inflow,govern,commercial,copper,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.10E+00
6,inflow,govern,commercial,copper,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.92E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.93E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.96E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.98E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,3.99E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.09E+00,4.10E+00
7,inflow,govern,commercial,copper,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.52E+00
8,inflow,govern,commercial,copper,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.52E+00
9,inflow,govern,commercial,copper,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.52E+00
10,inflow,govern,commercial,copper,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.43E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.47E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.53E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.62E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.67E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,3.90E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.17E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.47E+00,4.52E+00
11,inflow,govern,commercial,copper,2.51E+00,2.51E+00,2.51E+00,2.51E+00,2.51E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.53E+00,2.54E+00,2.54E+00,2.54E+00,2.54E+00,2.54E+00,2.56E+00,2.56E+00,2.56E+00,2.56E+00,2.56E+00,2.60E+00,2.60E+00,2.60E+00,2.60E+00,2.60E+00,2.63E+00,2.63E+00,2.63E+00,2.63E+00,2.63E+00,2.74E+00,2.74E+00,2.74E+00,2.74E+00,2.74E+00,2.78E+00
